query_id|query_text|category|project|difficulty|freshness_sensitive|authority_sensitive|exact_identifier_dependency|evidence_required|source_generation_method|grounding_document_id|grounding_excerpt_checksum|review_status
candidate-11832da3f4c6|How should an administrator operate Routine Vacuuming safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-maintenance-sgml|8d6438ad4bf15b74506499e401f5bb64ee328c0f789c5781eb1a16e9bf8a4061|NEEDS_HUMAN_REVIEW
candidate-11aa6a19f8eb|How should an administrator operate Index Access Method Functions safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-indexam-sgml|d8655de05e5c2f8a277347dd5afa251b168bbe56e5cfb841ffe80f7366c519ff|NEEDS_HUMAN_REVIEW
candidate-12139ba21624|How should an administrator operate Sample Output safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pgfreespacemap-sgml|c7d133c6a0922552c994cde81d65a694f0e19c7e749f96e3d72e85af1e6f08be|NEEDS_HUMAN_REVIEW
candidate-1572c5baf198|How should an administrator operate Text Search Functions and Operators safely in PostgreSQL?|database administration|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-textsearch-sgml|82f952fef04f365313fcab0b489df96c6b7b2857f12a411edaa5ab5a503b95f5|NEEDS_HUMAN_REVIEW
candidate-00feb10ae420|How should an engineer troubleshoot Enable clearing .status.nominatedNodeName whenever Pods are bound to nodes when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-clearingnominatednodenameafterbinding-md|e401869f079b22980319413f1db9db9548a240f67dab5a75403fc42714761047|NEEDS_HUMAN_REVIEW
candidate-028b177bb30c|How should an engineer troubleshoot Why you should use diagrams in documentation when it does not behave as expected?|debugging|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-style-diagram-guide-md|8f6c253bf0a0821ffc98e956e3ed640d08b6ba2ef30a18e71928ae40ed75f50d|NEEDS_HUMAN_REVIEW
candidate-052efcd87056|How should an engineer troubleshoot Volume health monitoring when it does not behave as expected?|debugging|Kubernetes|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-storage-volume-health-monitoring-md|9f654e8333ab8309ef784da9bd89ac3604f34391e05e717f53c0aaae67dbb368|NEEDS_HUMAN_REVIEW
candidate-0572c1cdffd2|How should an engineer troubleshoot Enables .status.ingress.loadBalancer to be set on Services of types other than LoadBalancer when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-allowservicelbstatusonnonlb-md|d6a57f0c40360b9336abbd62643e923c7de70de42fb372c06f203f5c3d390dd9|NEEDS_HUMAN_REVIEW
candidate-07348693d4e7|How should an engineer troubleshoot Enables the DaemonSet workloads to maintain availability during update per node when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-daemonsetupdatesurge-md|785fabfc7dcb31e313f16448324fb43546e47a41d2c477959f2e4f704e7d622e|NEEDS_HUMAN_REVIEW
candidate-07a43fd4722d|How should an engineer troubleshoot Enable kubelet to send the service account token bound to the pod for which the image is being pulle when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-kubeletserviceaccounttokenforcredentialproviders-md|ff9b2b431219953541bff95aa8f2fb0702b369eb95b5031bccb4e2e6df9327af|NEEDS_HUMAN_REVIEW
candidate-089a482f097a|How should an engineer troubleshoot Improves scheduling queue behavior by popping pods from the backoffQ when the activeQ is empty when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-schedulerpopfrombackoffq-md|770387d59e96e0fe9fda154c6ac33510a84f9d9e23dd4d88c7952157e4141d5f|NEEDS_HUMAN_REVIEW
candidate-08fdf7171dc3|How should an engineer troubleshoot This is another example content file inside the includes leaf bundle when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-style-hugo-shortcodes-example2-md|e4f453ee353a7fc61e0241e0e38b835dc882cef2c44b5229fcefeed394081430|NEEDS_HUMAN_REVIEW
candidate-0b35a13a0b12|How should an engineer troubleshoot Enable preemptionPolicy field for PriorityClass and Pod when it does not behave as expected?|debugging|Kubernetes|intermediate|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-nonpreemptingpriority-md|b496af100cb649c40fadd49f61674c1d6c7b5d74aa442067fb3dd49031c17f4c|NEEDS_HUMAN_REVIEW
candidate-10a30a35dff6|How should an engineer troubleshoot Enable the PodOverhead feature to account for pod overheads when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-podoverhead-md|da2cc78146b3fc5a333ee8328b705c93c80a68cbdc316c5e31c1e62cf970099a|NEEDS_HUMAN_REVIEW
candidate-1407ca9dc2c8|How should an engineer troubleshoot Enable the five second timeout on aggregated discovery calls when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-enableaggregateddiscoverytimeout-md|83596382a893c0ad817f56fa2fcfcd7095f05663586884a65ddec7029b6ecc87|NEEDS_HUMAN_REVIEW
candidate-156181c88444|How should an engineer troubleshoot This is an example content file inside the includes leaf bundle when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-style-hugo-shortcodes-example1-md|66ce1d170f6e62e06cb62204f05bf4b70b2ec1c553eaade078b97e146d2aff65|NEEDS_HUMAN_REVIEW
candidate-1b2b18977961|How should an engineer troubleshoot Allow update to the .spec.nodeAffinity field of a PersistentVolume when it does not behave as expected?|debugging|Kubernetes|advanced|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-mutablepvnodeaffinity-md|8eabaa2869786b65c9c46e74b0cc0c1555780385fe680b62510b77f8c090df49|NEEDS_HUMAN_REVIEW
candidate-1c2cc7a19ebe|How should an engineer troubleshoot Uses for ephemeral containers when it does not behave as expected?|debugging|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-ephemeral-containers-md|68087754ba7ab7237a08f9b7f71deec9b6ea136f5e665ff03eea8b440785d9c6|NEEDS_HUMAN_REVIEW
candidate-1e018cb57067|How should an engineer troubleshoot Framework workflow when it does not behave as expected?|debugging|Kubernetes|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-scheduling-eviction-scheduling-framework-md|56fd6ce7a9e8803f60b43398338ed93f1b0291126fc00ba8a32c43b0b6783869|NEEDS_HUMAN_REVIEW
candidate-2012475a2af0|How should an engineer troubleshoot Network Plugin Requirements when it does not behave as expected?|debugging|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-extend-kubernetes-compute-storage-net-network-plugins-md|7a23a45eb0bfcb64863d95ce7feebbf3b40260bb5d9f11667badccbd00f85b3e|NEEDS_HUMAN_REVIEW
candidate-20866125d054|How should an engineer troubleshoot Enable the expanding of CSI volumes when it does not behave as expected?|debugging|Kubernetes|intermediate|False|False|False|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-expandcsivolumes-md|82848f033b5a0bb566e5f46be2194f34bf07fe74e42458519932394edab7575e|NEEDS_HUMAN_REVIEW
candidate-02a0d25c15ba|How should an engineer troubleshoot Configuring the Colors when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-color-sgml|260082c36912f7cf373deaf4e2b9f9d2e090d03565471c38140e13addd6d3c4a|NEEDS_HUMAN_REVIEW
candidate-0395639d71a7|How should an engineer troubleshoot Sequence Manipulation Functions when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-sequence-sgml|f73d3a60cbbe5855dcba75a52208a7762a7da9fd9d23d11b5b2262c33392082a|NEEDS_HUMAN_REVIEW
candidate-052aae5689a8|How should an engineer troubleshoot pgsurgery &mdash; perform low-level surgery on relation data when it does not behave as expected?|debugging|PostgreSQL|advanced|False|True|False|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pgsurgery-sgml|8e3be8de0c209f8d608f12d68c8c5d71fb2c22506579811c7b03c0e7f0a58d10|NEEDS_HUMAN_REVIEW
candidate-057519b32b33|How should an engineer troubleshoot Updating Data when it does not behave as expected?|debugging|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-dml-sgml|729f74893bb7824c951d1b155600efc15b5892d2ecca14008b70f4ff5cd593ac|NEEDS_HUMAN_REVIEW
candidate-05c7667dfeb9|How should an engineer troubleshoot UUID Functions when it does not behave as expected?|debugging|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-uuid-sgml|193c32c509b674e993ff4dc080805ccfcd691f290de2d8b759155d531af5a2ed|NEEDS_HUMAN_REVIEW
candidate-087a07bfabbd|How should an engineer troubleshoot Initialization Functions when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-archive-modules-sgml|a317c177a3f621e3a5d95d0444b96578c2c01bd4b01d1012bbd9bd41deaac58c|NEEDS_HUMAN_REVIEW
candidate-0887be3dd0d6|How should an engineer troubleshoot Multivariate Statistics Examples when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-planstats-sgml|74c359fe6c411f08459a5070496d8ebef84dc1b1c28d3bd885698215782d296d|NEEDS_HUMAN_REVIEW
candidate-09fb24071986|How should an engineer troubleshoot Mathematical Functions and Operators when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-math-sgml|753460220f230411809a226257287f6e96e501e8480e13c5c083149b9f917eac|NEEDS_HUMAN_REVIEW
candidate-0f7d2c3bf19f|How should an engineer troubleshoot How to Use It when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-lo-sgml|e1a700c4f64ee6f9891d15a76a23ec287db15aceb79d091a9c24df63168cd4f1|NEEDS_HUMAN_REVIEW
candidate-10c685d45322|How should an engineer troubleshoot Data Definition when it does not behave as expected?|debugging|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-ddl-sgml|6531a041561f9d73f857d088cc888a957fa7587f58c2fba7fdf229fed03b58b3|NEEDS_HUMAN_REVIEW
candidate-1175a397bf27|How should an engineer troubleshoot pgtrgm &mdash when it does not behave as expected?|debugging|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pgtrgm-sgml|2fee90b192c33503510b0c9c6f0483c4ca966e45017cf000d45ba2d67b22a1a5|NEEDS_HUMAN_REVIEW
candidate-193b05e36122|How should an engineer troubleshoot Row and Array Comparisons when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-comparisons-sgml|4cd710fbd8e15522abdbf9d61bb9276d01bc02ae9c0c234ba8c22f15a7ecba51|NEEDS_HUMAN_REVIEW
candidate-27592bc2198b|How should an engineer troubleshoot Heap Functions when it does not behave as expected?|debugging|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pageinspect-sgml|f11893afa39e7e723b867ebbe3eb97042605c43b45656282eb444ed082ed5202|NEEDS_HUMAN_REVIEW
candidate-27c1e4de270b|How should an engineer troubleshoot Configuration Parameters when it does not behave as expected?|debugging|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-auth-delay-sgml|51c52584424c062d8ca3a858ac23f9ac81479daf2759bafe186c2d6e1992b610|NEEDS_HUMAN_REVIEW
candidate-00712e826414|What deployment steps and checks are recommended for Schedule syntax in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-cron-jobs-md|e802cf06f91b853e209d5457638d38667f9848d8f8cda64aec16861f90302632|NEEDS_HUMAN_REVIEW
candidate-013d2a774351|What deployment steps and checks are recommended for Use cases in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-security-multi-tenancy-md|7572f975ab7bef589e0d7be76f60bbe8e26e07bb725043766e442d32b2c071f7|NEEDS_HUMAN_REVIEW
candidate-0160064d2740|What deployment steps and checks are recommended for Sidecar containers in Kubernetes in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-sidecar-containers-md|a07f3c8fc0f9d745e3b6c1d14cfe09f543d924032e2e2dd3f3d374104f9032ef|NEEDS_HUMAN_REVIEW
candidate-01b5e3e26a13|What deployment steps and checks are recommended for Service Discovery in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-addons-md|543f08e0c06105094d68004de0a43e1e3ee05c12e594def211f99d73022b86b6|NEEDS_HUMAN_REVIEW
candidate-02cf82a12e9a|What deployment steps and checks are recommended for Enables relaxed validation for Service object names, allowing the use of RFC 1123 label names instea in Kubernetes?|deployment|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-relaxedservicenamevalidation-md|7ef5533ce09a840728efcbf689a09332c3d7090cc535caa1d2c5dc389237412e|NEEDS_HUMAN_REVIEW
candidate-034ceda2e694|What deployment steps and checks are recommended for Enable the kubelet to mark the PodReadyToStartContainers condition on pods in Kubernetes?|deployment|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-podreadytostartcontainerscondition-md|3c7b7bba495ca8e9f3a046ba5abc1a00ba4a5f9f953cf42d5fa75692f19570fb|NEEDS_HUMAN_REVIEW
candidate-03c9948c06d0|What deployment steps and checks are recommended for Organizing resource configurations in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-management-md|69e312958b46ab668dd7f247db8bd836c386e0daace476a8d475acb0f246ee32|NEEDS_HUMAN_REVIEW
candidate-04ff3fc670b1|What deployment steps and checks are recommended for The split image filesystem feature enables kubelet to perform garbage collection of images (read-onl in Kubernetes?|deployment|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-kubeletseparatediskgc-md|553b9dfd492a8c9e91e732eee2b9cc2ee8d1c510e0a8c1ed5b6a61a9a014fbee|NEEDS_HUMAN_REVIEW
candidate-0624b967df26|What deployment steps and checks are recommended for Enables improved discovery of mounted volumes during kubelet startup in Kubernetes?|deployment|Kubernetes|advanced|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-newvolumemanagerreconstruction-md|172d019a084ba09be19c266e483c4d2968602248483f8c9434451f56fcdcf74f|NEEDS_HUMAN_REVIEW
candidate-06b80115a2c6|What deployment steps and checks are recommended for How to enable Feature Gates in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-index-md|5ce1faf5ecc784b602e8096d47ad0b3d5f68521f3c8e46c86836c4e73e74631e|NEEDS_HUMAN_REVIEW
candidate-0a05a0510345|What deployment steps and checks are recommended for Updating images in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-containers-images-md|50d22788a0e9a65835f0219d637ad4c4a78adbd06199f933e0ba46922a04ed52|NEEDS_HUMAN_REVIEW
candidate-0a6ac111ad51|What deployment steps and checks are recommended for For documentation contributors in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-new-content-new-features-md|33ae521bedccb2b90451bd085e29eace06489769e7c89aeb0d52347cdd514a75|NEEDS_HUMAN_REVIEW
candidate-0aaf327389ed|What deployment steps and checks are recommended for Enables shims and translation logic to route volume operations from the RBD in-tree plugin to Ceph R in Kubernetes?|deployment|Kubernetes|advanced|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-csimigrationrbd-md|69360718886ac8f91ac07d92965e476c7a75dc496ff19cd19a29002fd58393ef|NEEDS_HUMAN_REVIEW
candidate-10dfa99a5253|What deployment steps and checks are recommended for Startup probe in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-probes-md|1c1cf77b9edd357925c3874f9e7e8a62b03c8cb5750fe3f8014e6ee99024c9c8|NEEDS_HUMAN_REVIEW
candidate-11da738e0f33|What deployment steps and checks are recommended for Graceful node shutdown in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-node-shutdown-md|f695f48af0eb847a348aff9bd86fb46351ab5890da26885dd061b8a58ca87914|NEEDS_HUMAN_REVIEW
candidate-133a4040ea1c|What deployment steps and checks are recommended for Lifecycle Pod conditions in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-pod-condition-md|03edd931c55db68138f5745fa740c23974fcc9a7166a0e4f724ef5ade1abb63b|NEEDS_HUMAN_REVIEW
candidate-139c27a37912|What deployment steps and checks are recommended for Kubernetes provides several built-in APIs for declarative management of your and the components of t in Kubernetes?|deployment|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-index-md|5cf4a38e9d37487ad1f9592d34aeddec0fb712a9712bea2919816187f8851568|NEEDS_HUMAN_REVIEW
candidate-14ad27be844b|What deployment steps and checks are recommended for Before you begin in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-new-content-index-md|e6d2373b903671be122227b6fe94132e8cd63ce79cb053faefbd5f6d89227eea|NEEDS_HUMAN_REVIEW
candidate-14afb967c837|What deployment steps and checks are recommended for Setting the threshold in Kubernetes?|deployment|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-scheduling-eviction-scheduler-perf-tuning-md|fde60f961c7997f78541857d7312b4ff9e74fc61139e8cb2ddd3a356ed69d8e2|NEEDS_HUMAN_REVIEW
candidate-03e279c25ca0|What deployment steps and checks are recommended for Multivariate Statistics Examples in PostgreSQL?|deployment|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-planstats-sgml|74c359fe6c411f08459a5070496d8ebef84dc1b1c28d3bd885698215782d296d|NEEDS_HUMAN_REVIEW
candidate-057a0cd70270|What deployment steps and checks are recommended for Operators and Functions in PostgreSQL?|deployment|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-ltree-sgml|0521b60ae5d5707b5b9008b187023503949da02400a9dafacb4e3ddc9314564e|NEEDS_HUMAN_REVIEW
candidate-0780366059c9|What deployment steps and checks are recommended for Frontend/Backend Protocol in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-protocol-sgml|8ca03ba2cd2453b2a32d551f811b85aff9c39080576af3eae0f8bcbc73cc7de5|NEEDS_HUMAN_REVIEW
candidate-08d32e044db7|What deployment steps and checks are recommended for Overview of Event Trigger Behavior in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-event-trigger-sgml|cf847daabff293e946ff68e48c1844d819af2ed6e80bcd7c6ee7dbdff6268665|NEEDS_HUMAN_REVIEW
candidate-0a3ee62c7302|What deployment steps and checks are recommended for Background Worker Processes in PostgreSQL?|deployment|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-bgworker-sgml|cf6ee97154526e8277f8d72bde151d4e6400704fe7796585ff0ddb61068df804|NEEDS_HUMAN_REVIEW
candidate-0a52f22bad13|What deployment steps and checks are recommended for PL/Perl &mdash; Perl Procedural Language in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-plperl-sgml|f4067294137baab11b0d6ea45a4b7854cad95f0a1ee225e3b653162494796a9d|NEEDS_HUMAN_REVIEW
candidate-0b3c2487eff6|What deployment steps and checks are recommended for Additional Supplied Modules and Extensions in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-contrib-sgml|3a0be2bbde5e6437befef26d1a374107739b85961e035d89f6386248445fb198|NEEDS_HUMAN_REVIEW
candidate-0df3f903d686|What deployment steps and checks are recommended for The SQL Language in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-postgres-sgml|083299e86284753b2deabb296208fbaa70638b01a09ade3e7c66c09cb9a10c6b|NEEDS_HUMAN_REVIEW
candidate-0f753d812261|What deployment steps and checks are recommended for Array Value Input in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-array-sgml|fb0db897fa4169250be753419f671254ef0b8015e7cffa80bb26ca5325472bb2|NEEDS_HUMAN_REVIEW
candidate-1005d4f22acc|What deployment steps and checks are recommended for Generic WAL Records in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-generic-wal-sgml|8b0d5bec6026924f3ca8c94ecd740d3d11b357c8032870081d7d8e67bbc3ea52|NEEDS_HUMAN_REVIEW
candidate-126e55313211|What deployment steps and checks are recommended for Getting the Source in PostgreSQL?|deployment|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-installation-sgml|f6655def2c1ed3a93b28905dd1812024714abd6c497a244c6660ca6d0eb972c3|NEEDS_HUMAN_REVIEW
candidate-133f72e6ad2e|What deployment steps and checks are recommended for basicarchive &mdash; an example WAL archive module in PostgreSQL?|deployment|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-basic-archive-sgml|e127130b366db92ef46d0007228ae9eb4dd74f0ae69e29ca4e0dff2bead8c4bd|NEEDS_HUMAN_REVIEW
candidate-04a1aa283f26|How should an engineer recover from a failure involving Enables a new status field .status.terminatingReplicas in Deployments and ReplicaSets to allow track in Kubernetes?|failure recovery|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-deploymentreplicasetterminatingreplicas-md|e5785e90992493555ca2ab4443da46d066fb046665c098d715ea658d32e2e93f|NEEDS_HUMAN_REVIEW
candidate-11456ce1e274|"How should an engineer recover from a failure involving {{% heading ""whatsnext"" %}} in Kubernetes?"|failure recovery|Kubernetes|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-architecture-self-healing-md|07c2c26ee5fc6fe420dea76f9869c9f8b02f1592172ea052385373a15ed1afc0|NEEDS_HUMAN_REVIEW
candidate-15822f93c347|How should an engineer recover from a failure involving Voluntary and involuntary disruptions in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-disruptions-md|3a2b1b6aee842efedd2b09ea4580b54c420531b493f3777df56f3264b73f6446|NEEDS_HUMAN_REVIEW
candidate-26c78218ebd6|How should an engineer recover from a failure involving Writing a ReplicationController Manifest in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-replicationcontroller-md|b0973dce471eba8c4638d3e2e7ca31453f8cebe91815a7eb1221e2b7fb6264b7|NEEDS_HUMAN_REVIEW
candidate-53f81507c1e0|How should an engineer recover from a failure involving When a Node is marked out-of-service using the node.kubernetes.io/out-of-service taint, Pods on the  in Kubernetes?|failure recovery|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-nodeoutofservicevolumedetach-md|0a40ddf3acf0ff829305066a1cf0a8f1f25881507108ac5109aadfde4e9da80c|NEEDS_HUMAN_REVIEW
candidate-5de467563a30|How should an engineer recover from a failure involving Creating a Deployment in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-deployment-md|1cfe18286f2971ce2795b863ab0fb165a7de9cc8057d63e763d50353b20b862b|NEEDS_HUMAN_REVIEW
candidate-6816dd72a86a|How should an engineer recover from a failure involving When to use a ReplicaSet in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-replicaset-md|d1e03f41e57f6046c6dc816278713ec2a411ac8a3930e9a49c0e8272a01924cd|NEEDS_HUMAN_REVIEW
