query_id,query_text,category,project,difficulty,grounding_document_id,review_status,reviewer_decision,reviewer_notes
candidate-3f4c45b4f9ab,"How should an engineer recover from a failure involving High Availability, Load Balancing, and Replication in PostgreSQL?",failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-high-availability-sgml,NEEDS_HUMAN_REVIEW,,
candidate-4992987acf0c,How should an engineer recover from a failure involving Restoring the Dump in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-backup-sgml,NEEDS_HUMAN_REVIEW,,
candidate-668387a48f23,How should an engineer recover from a failure involving pgvisibility &mdash; visibility map information and utilities in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgvisibility-sgml,NEEDS_HUMAN_REVIEW,,
candidate-6e4edee2e69c,How should an engineer recover from a failure involving Vacuuming Basics in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-maintenance-sgml,NEEDS_HUMAN_REVIEW,,
candidate-70401c60aa6f,How should an engineer recover from a failure involving Replica Identity in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-logical-replication-sgml,NEEDS_HUMAN_REVIEW,,
candidate-7a641ab3b653,How should an engineer recover from a failure involving Logical Decoding in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-logicaldecoding-sgml,NEEDS_HUMAN_REVIEW,,
candidate-7ae6bb37db03,How should an engineer recover from a failure involving SQL Dump in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-backup-sgml,NEEDS_HUMAN_REVIEW,,
candidate-9cb884dc1204,How should an engineer recover from a failure involving Logical Replication in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-logical-replication-sgml,NEEDS_HUMAN_REVIEW,,
candidate-be78d5abb0ab,How should an engineer recover from a failure involving Backup and Restore in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-backup-sgml,NEEDS_HUMAN_REVIEW,,
candidate-00b705b733ca,What should an engineer check when migrating or upgrading RFC 1123 Label Names in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-overview-working-with-objects-names-md,NEEDS_HUMAN_REVIEW,,
candidate-0266ea18c71f,What should an engineer check when migrating or upgrading PodSecurityPolicy annotations in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-psp-to-pod-security-standards-md,NEEDS_HUMAN_REVIEW,,
candidate-045b6028ff7b,What should an engineer check when migrating or upgrading Notes about PodPriority and existing clusters in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-pod-priority-preemption-md,NEEDS_HUMAN_REVIEW,,
candidate-07aeabed93e2,What should an engineer check when migrating or upgrading Understanding user namespaces for pods in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-user-namespaces-md,NEEDS_HUMAN_REVIEW,,
candidate-090f27ad865b,What should an engineer check when migrating or upgrading Enabling coordinated leader election in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-cluster-administration-coordinated-leader-election-md,NEEDS_HUMAN_REVIEW,,
candidate-0b148ebe9524,What should an engineer check when migrating or upgrading Contribute to an existing localization in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-localization-md,NEEDS_HUMAN_REVIEW,,
candidate-0db979de6e50,What should an engineer check when migrating or upgrading Aggregated discovery in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-overview-kubernetes-api-md,NEEDS_HUMAN_REVIEW,,
candidate-0e1380a48bca,What should an engineer check when migrating or upgrading Kubernetes API version in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-webhook-md,NEEDS_HUMAN_REVIEW,,
candidate-156437d3d76a,"What should an engineer check when migrating or upgrading {{% heading ""whatsnext"" %}} in Kubernetes?",migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-node-declared-features-md,NEEDS_HUMAN_REVIEW,,
candidate-157a6da114da,What should an engineer check when migrating or upgrading Enables improved discovery of mounted volumes during kubelet startup in Kubernetes?,migration,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-newvolumemanagerreconstruction-md,NEEDS_HUMAN_REVIEW,,
candidate-1e1d9a1fa5ff,What should an engineer check when migrating or upgrading Updating images in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-containers-images-md,NEEDS_HUMAN_REVIEW,,
candidate-1f0749ea68f6,What should an engineer check when migrating or upgrading You can enable the MultiCIDRServiceAllocator feature gate in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-disableallocatordualwrite-md,NEEDS_HUMAN_REVIEW,,
candidate-1fc33b3818e6,What should an engineer check when migrating or upgrading Contributing basics in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-new-content-index-md,NEEDS_HUMAN_REVIEW,,
candidate-25a5c9720201,What should an engineer check when migrating or upgrading Set up the local repositories in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-generate-ref-docs-kubectl-md,NEEDS_HUMAN_REVIEW,,
candidate-2722c8bd3764,What should an engineer check when migrating or upgrading Enable concurrent watch object decoding in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-concurrentwatchobjectdecode-md,NEEDS_HUMAN_REVIEW,,
candidate-2e3684d216c0,"What should an engineer check when migrating or upgrading Allow clients to use the LastSyncResourceVersion() call on informers, enabling them to perform actio in Kubernetes?",migration,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-informerresourceversion-md,NEEDS_HUMAN_REVIEW,,
candidate-2ecac789c809,What should an engineer check when migrating or upgrading Fork and clone the repo in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-localization-md,NEEDS_HUMAN_REVIEW,,
candidate-2fe6c3e1cd33,What should an engineer check when migrating or upgrading Enabling node declared features in Kubernetes?,migration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-node-declared-features-md,NEEDS_HUMAN_REVIEW,,
candidate-3168c9b92272,What should an engineer check when migrating or upgrading Feature gates in Kubernetes v{{% skew currentVersion %}} in Kubernetes?,migration,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-index-md,NEEDS_HUMAN_REVIEW,,
candidate-089aa171fa41,What should an engineer check when migrating or upgrading How to Use It in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-citext-sgml,NEEDS_HUMAN_REVIEW,,
candidate-09da314cedda,What should an engineer check when migrating or upgrading Other Binary String Functions in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-binarystring-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0a6a6870ea3c,What should an engineer check when migrating or upgrading Writing a Custom Scan Provider in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-custom-scan-sgml,NEEDS_HUMAN_REVIEW,,
candidate-10aad4091420,What should an engineer check when migrating or upgrading citext &mdash; a case-insensitive character string type in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-citext-sgml,NEEDS_HUMAN_REVIEW,,
candidate-13dc4a73e897,What should an engineer check when migrating or upgrading isn Data Types in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-isn-sgml,NEEDS_HUMAN_REVIEW,,
candidate-15a59af9fd4d,What should an engineer check when migrating or upgrading PL/Perl &mdash; Perl Procedural Language in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-plperl-sgml,NEEDS_HUMAN_REVIEW,,
candidate-189fd5029e78,What should an engineer check when migrating or upgrading pgstattuple &mdash; obtain tuple-level statistics in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgstattuple-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1d01584c56c7,What should an engineer check when migrating or upgrading earthdistance &mdash; calculate great-circle distances in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-earthdistance-sgml,NEEDS_HUMAN_REVIEW,,
candidate-2045b8e1e21c,What should an engineer check when migrating or upgrading Other String Functions and Operators in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-string-sgml,NEEDS_HUMAN_REVIEW,,
candidate-21d8f4660508,What should an engineer check when migrating or upgrading Data Type Formatting Functions in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-formatting-sgml,NEEDS_HUMAN_REVIEW,,
candidate-2884652e619a,What should an engineer check when migrating or upgrading Binary String Functions and Operators in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-binarystring-sgml,NEEDS_HUMAN_REVIEW,,
candidate-314095535382,What should an engineer check when migrating or upgrading General-Purpose Aggregate Functions in PostgreSQL?,migration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-aggregate-sgml,NEEDS_HUMAN_REVIEW,,
candidate-02cd1eb8b7f6,How does an engineer configure or diagnose networking for Service Discovery in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-cluster-administration-addons-md,NEEDS_HUMAN_REVIEW,,
candidate-0603acaf82f9,How does an engineer configure or diagnose networking for Enable the users to skip TLS verification of kubelets on Pod log requests in Kubernetes?,networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-allowinsecurebackendproxy-md,NEEDS_HUMAN_REVIEW,,
candidate-06dfbde3095c,How does an engineer configure or diagnose networking for This feature gate controls the point at which a default value for .spec.containers[].ports[].hostPor in Kubernetes?,networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-defaulthostnetworkhostportsinpodtemplates-md,NEEDS_HUMAN_REVIEW,,
candidate-078a01ef0419,How does an engineer configure or diagnose networking for Managing a cluster in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-cluster-administration-index-md,NEEDS_HUMAN_REVIEW,,
candidate-086563b0c0d2,How does an engineer configure or diagnose networking for Cleanup for finished Jobs in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-ttlafterfinished-md,NEEDS_HUMAN_REVIEW,,
candidate-08c4fb80372f,How does an engineer configure or diagnose networking for Configure IPv4/IPv6 dual-stack in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-dual-stack-md,NEEDS_HUMAN_REVIEW,,
candidate-08ebcb73878b,How does an engineer configure or diagnose networking for Loopback CNI in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-extend-kubernetes-compute-storage-net-network-plugins-md,NEEDS_HUMAN_REVIEW,,
candidate-0b31adc2e358,"How does an engineer configure or diagnose networking for Enables the SCTP protocol value in Pod, Service, Endpoints, EndpointSlice, and NetworkPolicy definit in Kubernetes?",networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-sctpsupport-md,NEEDS_HUMAN_REVIEW,,
candidate-0c287b068602,How does an engineer configure or diagnose networking for Namespaces of Services in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-dns-pod-service-md,NEEDS_HUMAN_REVIEW,,
candidate-0d8019b2a64e,How does an engineer configure or diagnose networking for Kubelet authorization in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-kubelet-authn-authz-md,NEEDS_HUMAN_REVIEW,,
candidate-1026ca5af41b,How does an engineer configure or diagnose networking for Creation ordering in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-podgroup-api-lifecycle-md,NEEDS_HUMAN_REVIEW,,
candidate-10be5a7841b6,How does an engineer configure or diagnose networking for Control plane components in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-architecture-index-md,NEEDS_HUMAN_REVIEW,,
candidate-12cfe88d2f75,How does an engineer configure or diagnose networking for Third party ingress controllers in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-ingress-controllers-md,NEEDS_HUMAN_REVIEW,,
candidate-133ad084de07,How does an engineer configure or diagnose networking for Writing a CronJob spec in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-cron-jobs-md,NEEDS_HUMAN_REVIEW,,
candidate-1618a31a1742,How does an engineer configure or diagnose networking for When it works best in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-topology-aware-routing-md,NEEDS_HUMAN_REVIEW,,
candidate-182943f6f74b,How does an engineer configure or diagnose networking for Enable the rotation of the client TLS certificate on the kubelet in Kubernetes?,networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-rotatekubeletclientcertificate-md,NEEDS_HUMAN_REVIEW,,
candidate-18d7ad3011be,How does an engineer configure or diagnose networking for Planning a cluster in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-cluster-administration-index-md,NEEDS_HUMAN_REVIEW,,
candidate-191ea5ae9409,How does an engineer configure or diagnose networking for Enable kubelet and kube-apiserver to allow more DNS search paths and longer list of DNS search paths in Kubernetes?,networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-expandeddnsconfig-md,NEEDS_HUMAN_REVIEW,,
candidate-1bcc7962a1e1,How does an engineer configure or diagnose networking for Allows setting ipMode for Services where type is set to LoadBalancer in Kubernetes?,networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-loadbalanceripmode-md,NEEDS_HUMAN_REVIEW,,
candidate-22cdfcd33d20,How does an engineer configure or diagnose networking for IP address management (IPAM) in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-windows-networking-md,NEEDS_HUMAN_REVIEW,,
candidate-2472f1159037,How does an engineer configure or diagnose networking for Resource model in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-gateway-md,NEEDS_HUMAN_REVIEW,,
candidate-24af6bf2830d,How does an engineer configure or diagnose networking for Allow WebSocket streaming of the portforward sub-protocol (port-forward) from clients requesting ver in Kubernetes?,networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-portforwardwebsockets-md,NEEDS_HUMAN_REVIEW,,
candidate-2618113d7131,How does an engineer configure or diagnose networking for Ownership and lifecycle in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-podgroup-api-lifecycle-md,NEEDS_HUMAN_REVIEW,,
candidate-26857b3299dd,How does an engineer configure or diagnose networking for Enable customizing the DNS settings for a Pod using its dnsConfig property in Kubernetes?,networking,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-custompoddns-md,NEEDS_HUMAN_REVIEW,,
candidate-2697adf6e530,How does an engineer configure or diagnose networking for What is Ingress? in Kubernetes?,networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-ingress-md,NEEDS_HUMAN_REVIEW,,
candidate-271a2ad767ea,"How does an engineer configure or diagnose networking for {{% heading ""prerequisites"" %}} in Kubernetes?",networking,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-user-namespaces-md,NEEDS_HUMAN_REVIEW,,
candidate-0236c4c13e9c,How does an engineer configure or diagnose networking for Overview of PostgreSQL Internals in PostgreSQL?,networking,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-arch-dev-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0a713038c707,How does an engineer configure or diagnose networking for Comparison of Different Solutions in PostgreSQL?,networking,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-high-availability-sgml,NEEDS_HUMAN_REVIEW,,
candidate-11e40928f1ca,How does an engineer configure or diagnose networking for authdelay &mdash; pause on authentication failure in PostgreSQL?,networking,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-auth-delay-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1f15873b0ab7,How does an engineer configure or diagnose networking for System Information Functions and Operators in PostgreSQL?,networking,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-info-sgml,NEEDS_HUMAN_REVIEW,,
candidate-292b5849bfb7,How does an engineer configure or diagnose networking for Connection Options in PostgreSQL?,networking,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-postgres-fdw-sgml,NEEDS_HUMAN_REVIEW,,
candidate-005855833cff,How can an engineer monitor and verify Request attributes used in authorization in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-authorization-md,NEEDS_HUMAN_REVIEW,,
candidate-010a6fab4f48,How can an engineer monitor and verify Allows for storage-originated bookmark (progress notify) events to be delivered to the users in Kubernetes?,observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-efficientwatchresumption-md,NEEDS_HUMAN_REVIEW,,
candidate-026a19db2a4f,How can an engineer monitor and verify Enable support for CSI volume health monitoring on node in Kubernetes?,observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-csivolumehealth-md,NEEDS_HUMAN_REVIEW,,
candidate-04d30771083f,How can an engineer monitor and verify API object in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-autoscaling-vertical-pod-autoscale-md,NEEDS_HUMAN_REVIEW,,
candidate-06e63d0e144f,How can an engineer monitor and verify Writing a Job spec in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-job-md,NEEDS_HUMAN_REVIEW,,
candidate-08883ae15b6e,How can an engineer monitor and verify How Pods with ephemeral-storage requests are scheduled in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-storage-ephemeral-storage-md,NEEDS_HUMAN_REVIEW,,
candidate-0a9ac131c7bf,How can an engineer monitor and verify Force the informers to deliver watch stream events in order instead of out of order in Kubernetes?,observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-inorderinformers-md,NEEDS_HUMAN_REVIEW,,
candidate-0e70f896d30f,How can an engineer monitor and verify Enable kubelet to surface Pressure Stall Information (PSI) metrics in the Summary API and Prometheus in Kubernetes?,observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-kubeletpsi-md,NEEDS_HUMAN_REVIEW,,
candidate-1272e550fccc,How can an engineer monitor and verify Used to enable dynamic auditing before v1.19 in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-dynamicauditing-md,NEEDS_HUMAN_REVIEW,,
candidate-1584c277ea29,How can an engineer monitor and verify Enables shims and translation logic to route volume operations from the Azure-Disk in-tree plugin to in Kubernetes?,observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-csimigrationazuredisk-md,NEEDS_HUMAN_REVIEW,,
candidate-160014fe66d8,How can an engineer monitor and verify Topology manager in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-resource-managers-md,NEEDS_HUMAN_REVIEW,,
candidate-165e8a412b5a,How can an engineer monitor and verify Disruption mode types in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-workload-api-disruption-and-priority-md,NEEDS_HUMAN_REVIEW,,
candidate-180a7d18684b,"How can an engineer monitor and verify Enable the /metrics/slis endpoint on Kubernetes components like kubelet, kube-scheduler, kube-proxy, in Kubernetes?",observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-componentslis-md,NEEDS_HUMAN_REVIEW,,
candidate-19daa549e2fa,How can an engineer monitor and verify Missing PodGroup reference in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-scheduling-group-md,NEEDS_HUMAN_REVIEW,,
candidate-1af3b60e8a16,How can an engineer monitor and verify Container hooks in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-containers-container-lifecycle-hooks-md,NEEDS_HUMAN_REVIEW,,
candidate-1d056a7015a2,How can an engineer monitor and verify EndpointSlice API in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-endpoint-slices-md,NEEDS_HUMAN_REVIEW,,
candidate-20b6a2f20f57,How can an engineer monitor and verify API configuration: scheduling constraints in Kubernetes?,observability,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-workload-api-topology-aware-scheduling-md,NEEDS_HUMAN_REVIEW,,
candidate-21fa57fc9c0e,How can an engineer monitor and verify Enables extra details in log output of Kubernetes components that support contextual logging in Kubernetes?,observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-contextuallogging-md,NEEDS_HUMAN_REVIEW,,
candidate-21fb2ecff819,How can an engineer monitor and verify Enables shims and translation logic to route volume operations from the Portworx in-tree plugin to P in Kubernetes?,observability,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-csimigrationportworx-md,NEEDS_HUMAN_REVIEW,,
candidate-0033240c5020,How can an engineer monitor and verify Index Maintenance in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-brin-sgml,NEEDS_HUMAN_REVIEW,,
candidate-018351ea07c3,How can an engineer monitor and verify The Information Schema in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-information-schema-sgml,NEEDS_HUMAN_REVIEW,,
candidate-079a35f58509,How can an engineer monitor and verify autoexplain &mdash; log execution plans of slow queries in PostgreSQL?,observability,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-auto-explain-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0edbb227cfb4,How can an engineer monitor and verify Sample Uses in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-intagg-sgml,NEEDS_HUMAN_REVIEW,,
candidate-100558de8682,How can an engineer monitor and verify cube &mdash; a multi-dimensional cube data type in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-cube-sgml,NEEDS_HUMAN_REVIEW,,
candidate-12d82424dc18,How can an engineer monitor and verify Optional heapallindexed Verification in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-amcheck-sgml,NEEDS_HUMAN_REVIEW,,
candidate-156421441395,How can an engineer monitor and verify Comparison Operators in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-comparison-sgml,NEEDS_HUMAN_REVIEW,,
candidate-19332cdc9a78,How can an engineer monitor and verify GiST Indexes in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-gist-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1af1a3ad0ecd,How can an engineer monitor and verify Built-In Trigger Functions in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-trigger-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1b91a6bfecc5,How can an engineer monitor and verify amcheck &mdash; tools to verify table and index consistency in PostgreSQL?,observability,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-amcheck-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1bb0381261d5,How can an engineer monitor and verify Generic WAL Records in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-generic-wal-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1f2e34095f8d,How can an engineer monitor and verify System Catalog Declaration Rules in PostgreSQL?,observability,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-bki-sgml,NEEDS_HUMAN_REVIEW,,
candidate-01846844050c,How can an engineer investigate performance issues involving Scaling workloads automatically in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-autoscaling-md,NEEDS_HUMAN_REVIEW,,
candidate-02f49f0bd82a,How can an engineer investigate performance issues involving Constraints on resource limits and requests in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-policy-limit-range-md,NEEDS_HUMAN_REVIEW,,
candidate-0467376a69f5,How can an engineer investigate performance issues involving Initial namespaces in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-overview-working-with-objects-namespaces-md,NEEDS_HUMAN_REVIEW,,
candidate-050bfe8a6c1c,How can an engineer investigate performance issues involving Topology manager in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-resource-managers-md,NEEDS_HUMAN_REVIEW,,
candidate-0916d7e1134f,How can an engineer investigate performance issues involving The two sorts of pod isolation in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-services-networking-network-policies-md,NEEDS_HUMAN_REVIEW,,
candidate-0bfbf9dc0376,How can an engineer investigate performance issues involving Troubleshooting stuck evictions in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-api-eviction-md,NEEDS_HUMAN_REVIEW,,
candidate-0c67afa59265,How can an engineer investigate performance issues involving Enable use of any custom resource as the DataSource of a in Kubernetes?,performance,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-anyvolumedatasource-md,NEEDS_HUMAN_REVIEW,,
candidate-0cc9d8eb1190,How can an engineer investigate performance issues involving Configure encryption at rest in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-security-secrets-good-practices-md,NEEDS_HUMAN_REVIEW,,
candidate-0cf4cfb9a580,How can an engineer investigate performance issues involving Enables device sharing across multiple ResourceClaims or requests in Kubernetes?,performance,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-draconsumablecapacity-md,NEEDS_HUMAN_REVIEW,,
candidate-0dceeee59b57,How can an engineer investigate performance issues involving Node selection in kube-scheduler in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-kube-scheduler-md,NEEDS_HUMAN_REVIEW,,
candidate-0e4447df5d73,How can an engineer investigate performance issues involving Cascading deletion in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-architecture-garbage-collection-md,NEEDS_HUMAN_REVIEW,,
candidate-0efc59f7bb55,How can an engineer investigate performance issues involving Aggregation layer in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-extend-kubernetes-api-extension-apiserver-aggregation-md,NEEDS_HUMAN_REVIEW,,
candidate-0f594b70f6cc,How can an engineer investigate performance issues involving PodGroup scheduling cycle in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-podgroup-scheduling-md,NEEDS_HUMAN_REVIEW,,
